epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,2756.06,1.69854,1.26567,0.98282,0.65505,0.5052,0.54812,0.37854,1.63457,1.18744,0.96866,0.000459934,0.000459934,0.000459934
46,2815.81,1.65375,1.24664,0.96736,0.6496,0.53674,0.57386,0.39119,1.6323,1.1797,0.96987,0.000457023,0.000457023,0.000457023
47,2880.7,1.63431,1.23974,0.96866,0.63297,0.51581,0.56353,0.38507,1.61492,1.1936,0.96939,0.000454112,0.000454112,0.000454112
48,2945.48,1.61881,1.23805,0.9693,0.65026,0.56401,0.59184,0.40435,1.65408,1.16741,0.97315,0.000451202,0.000451202,0.000451202
49,2998.32,1.65844,1.24644,0.96148,0.73897,0.52727,0.60517,0.42079,1.5998,1.16483,0.96169,0.000448291,0.000448291,0.000448291
50,3051.01,1.65582,1.22349,0.96427,0.70749,0.52712,0.58337,0.40329,1.60955,1.19237,0.96259,0.000445381,0.000445381,0.000445381
51,3106.82,1.59771,1.19522,0.95775,0.6494,0.58609,0.61264,0.41132,1.63775,1.13399,0.96652,0.00044247,0.00044247,0.00044247
52,3167.62,1.61848,1.19028,0.9588,0.6738,0.57741,0.61,0.42348,1.60341,1.1342,0.96274,0.000439559,0.000439559,0.000439559
53,3223.66,1.58716,1.18144,0.96151,0.67307,0.57776,0.60535,0.41896,1.59313,1.12769,0.96038,0.000436649,0.000436649,0.000436649
54,3298.01,1.62319,1.19396,0.96305,0.67892,0.5796,0.61364,0.42471,1.598,1.13182,0.96192,0.000433738,0.000433738,0.000433738
55,3353.41,1.63914,1.20674,0.96047,0.66097,0.56211,0.60869,0.42318,1.61056,1.12828,0.96291,0.000430828,0.000430828,0.000430828
56,3417.49,1.6298,1.18839,0.96387,0.67237,0.58142,0.61922,0.42994,1.59247,1.13534,0.95961,0.000427917,0.000427917,0.000427917
57,3473.83,1.6058,1.16835,0.96379,0.68598,0.58306,0.6168,0.42834,1.60269,1.13932,0.96621,0.000425006,0.000425006,0.000425006
58,3530.94,1.6199,1.1672,0.95531,0.69479,0.57981,0.63061,0.43813,1.57335,1.12047,0.95749,0.000422096,0.000422096,0.000422096
59,3584.52,1.61095,1.15868,0.96116,0.70146,0.57851,0.63109,0.42684,1.6181,1.11674,0.96696,0.000419185,0.000419185,0.000419185
60,3636.33,1.60023,1.15435,0.95473,0.73637,0.58137,0.63543,0.4447,1.57233,1.09301,0.95777,0.000416275,0.000416275,0.000416275
61,3697.15,1.61626,1.16041,0.95943,0.71931,0.59166,0.63753,0.44186,1.57796,1.09112,0.95463,0.000413364,0.000413364,0.000413364
62,3756.76,1.60451,1.14865,0.95432,0.70307,0.59021,0.62244,0.43844,1.56823,1.11273,0.95317,0.000410453,0.000410453,0.000410453
63,3809.3,1.58702,1.14457,0.95389,0.74194,0.5668,0.62425,0.42671,1.57855,1.11414,0.95795,0.000407543,0.000407543,0.000407543
64,3862.78,1.59772,1.14206,0.95883,0.73049,0.58734,0.64045,0.44556,1.5798,1.09148,0.95651,0.000404632,0.000404632,0.000404632
65,3915.64,1.58691,1.13361,0.95584,0.67523,0.631,0.65545,0.46448,1.53921,1.07319,0.95211,0.000401722,0.000401722,0.000401722
66,3981.52,1.58744,1.13641,0.94952,0.71705,0.6037,0.64839,0.45352,1.57199,1.07689,0.95858,0.000398811,0.000398811,0.000398811
67,4035.66,1.58864,1.11459,0.95534,0.72881,0.59343,0.63913,0.44547,1.56972,1.09929,0.95789,0.0003959,0.0003959,0.0003959
68,4100.32,1.57732,1.11739,0.94747,0.74114,0.58884,0.64306,0.43404,1.64597,1.1016,0.9682,0.00039299,0.00039299,0.00039299
69,4161.27,1.55547,1.10142,0.94644,0.75782,0.58776,0.63898,0.45006,1.55675,1.05056,0.95274,0.000390079,0.000390079,0.000390079
70,4226.32,1.57412,1.1154,0.94615,0.71076,0.60341,0.65449,0.45354,1.57277,1.05871,0.9566,0.000387169,0.000387169,0.000387169
71,4295.78,1.57149,1.10884,0.94827,0.73823,0.59758,0.64327,0.45187,1.56847,1.05535,0.95418,0.000384258,0.000384258,0.000384258
72,4353.21,1.56868,1.11141,0.9464,0.76789,0.5842,0.65792,0.4549,1.56121,1.06257,0.95647,0.000381347,0.000381347,0.000381347
73,4414.47,1.54383,1.09414,0.94238,0.74249,0.60471,0.66225,0.46248,1.56263,1.06095,0.9509,0.000378437,0.000378437,0.000378437
74,4474.64,1.59495,1.12625,0.94673,0.76716,0.60297,0.66877,0.46555,1.55063,1.0555,0.95126,0.000375526,0.000375526,0.000375526
75,4533.78,1.54662,1.08879,0.94457,0.76399,0.59353,0.66278,0.46141,1.53954,1.0521,0.94978,0.000372616,0.000372616,0.000372616
76,4588.64,1.56122,1.09074,0.94867,0.7508,0.60879,0.66495,0.47641,1.54459,1.03764,0.94986,0.000369705,0.000369705,0.000369705
77,4644.94,1.55363,1.08165,0.93833,0.76677,0.62364,0.68045,0.47818,1.53378,1.03355,0.94643,0.000366794,0.000366794,0.000366794
78,4709.32,1.5365,1.06934,0.93889,0.78463,0.61428,0.67601,0.47642,1.56213,1.03968,0.95136,0.000363884,0.000363884,0.000363884
79,4766.02,1.53675,1.06285,0.93788,0.74611,0.61477,0.67664,0.47929,1.52853,1.04462,0.94631,0.000360973,0.000360973,0.000360973
80,4826.42,1.54086,1.06668,0.94057,0.77277,0.62552,0.68004,0.48097,1.53641,1.04,0.94976,0.000358063,0.000358063,0.000358063
81,4887.84,1.5292,1.06293,0.9393,0.74529,0.63739,0.68725,0.48359,1.54029,1.02347,0.9479,0.000355152,0.000355152,0.000355152
82,4946.37,1.51078,1.04722,0.93518,0.74392,0.64144,0.69477,0.49015,1.52065,1.02345,0.94441,0.000352241,0.000352241,0.000352241
83,5007.17,1.5503,1.05183,0.94095,0.76808,0.61823,0.67174,0.47624,1.52427,1.01666,0.9457,0.000349331,0.000349331,0.000349331
84,5071.04,1.52804,1.04133,0.94215,0.73293,0.60849,0.67945,0.47495,1.54951,1.04574,0.94764,0.00034642,0.00034642,0.00034642
85,5122.77,1.51392,1.05051,0.93615,0.74375,0.63528,0.6949,0.49289,1.51374,0.99985,0.94302,0.00034351,0.00034351,0.00034351
86,5174.23,1.51839,1.03531,0.93712,0.81476,0.61528,0.69655,0.48024,1.58441,0.99987,0.95332,0.000340599,0.000340599,0.000340599
87,5232.5,1.50782,1.03703,0.93479,0.78621,0.63353,0.69318,0.49506,1.50868,0.9912,0.94114,0.000337688,0.000337688,0.000337688
88,5284.41,1.50184,1.0281,0.93135,0.76366,0.63422,0.69514,0.4898,1.51633,0.99992,0.94131,0.000334778,0.000334778,0.000334778
89,5336.09,1.52236,1.03417,0.93857,0.76135,0.62846,0.69061,0.48464,1.5169,1.00422,0.93965,0.000331867,0.000331867,0.000331867
90,5392.2,1.51935,1.03388,0.93635,0.76122,0.63638,0.69401,0.49155,1.51099,1.00921,0.9396,0.000328957,0.000328957,0.000328957
91,5445.9,1.50885,1.02825,0.93446,0.77893,0.6409,0.70118,0.50042,1.49751,0.97737,0.93805,0.000326046,0.000326046,0.000326046
92,5497.25,1.48867,1.01122,0.93007,0.80841,0.63939,0.70707,0.50449,1.5004,0.97625,0.94028,0.000323135,0.000323135,0.000323135
93,5550.45,1.50903,1.021,0.93138,0.79951,0.64121,0.71007,0.50705,1.50211,0.97994,0.94044,0.000320225,0.000320225,0.000320225
94,5610.43,1.50836,1.01055,0.93006,0.75966,0.65129,0.70503,0.49804,1.51818,0.99217,0.9424,0.000317314,0.000317314,0.000317314
95,5663.39,1.5167,1.02331,0.93093,0.75772,0.6542,0.71365,0.49222,1.53468,0.98045,0.94626,0.000314404,0.000314404,0.000314404
96,5716.1,1.50767,1.00893,0.92966,0.77234,0.65336,0.70991,0.50352,1.5043,0.99995,0.93989,0.000311493,0.000311493,0.000311493
97,5779.68,1.50353,1.01474,0.93152,0.7811,0.64394,0.71241,0.49869,1.50618,0.98364,0.94024,0.000308582,0.000308582,0.000308582
98,5832.81,1.50583,1.00418,0.92711,0.78292,0.64743,0.71696,0.51643,1.4973,0.97768,0.93559,0.000305672,0.000305672,0.000305672
99,5888.88,1.47061,0.98949,0.92797,0.76957,0.66342,0.7145,0.50645,1.51268,0.96861,0.93886,0.000302761,0.000302761,0.000302761
100,5952.49,1.48687,0.99593,0.93488,0.7688,0.65696,0.71927,0.50961,1.50496,0.95893,0.93885,0.000299851,0.000299851,0.000299851
101,6016.68,1.48733,0.99266,0.93167,0.74056,0.6793,0.7209,0.50551,1.51723,0.97041,0.94118,0.00029694,0.00029694,0.00029694
102,6068.72,1.48594,0.98368,0.92902,0.78847,0.66059,0.72495,0.51751,1.48069,0.97001,0.93272,0.000294029,0.000294029,0.000294029
103,6124.69,1.4774,0.98744,0.92602,0.74866,0.68116,0.7287,0.51935,1.47757,0.94439,0.93204,0.000291119,0.000291119,0.000291119
104,6188.66,1.4843,0.99606,0.92802,0.76969,0.66522,0.71911,0.51617,1.48172,0.96468,0.93466,0.000288208,0.000288208,0.000288208
105,6244.37,1.4709,0.98555,0.92541,0.74291,0.68167,0.72276,0.51434,1.49571,0.96781,0.93669,0.000285298,0.000285298,0.000285298
106,6307.06,1.48885,0.98972,0.92541,0.79886,0.65807,0.72553,0.52263,1.47241,0.93296,0.9301,0.000282387,0.000282387,0.000282387
107,6359.6,1.49452,1.0035,0.93218,0.77521,0.66509,0.72536,0.52055,1.48331,0.94124,0.93086,0.000279476,0.000279476,0.000279476
108,6411.38,1.46299,0.9824,0.92467,0.80713,0.66875,0.7339,0.52612,1.49577,0.94049,0.93399,0.000276566,0.000276566,0.000276566
109,6464.79,1.4737,0.98593,0.92765,0.76071,0.67361,0.73386,0.52924,1.46687,0.96197,0.9312,0.000273655,0.000273655,0.000273655
110,6518.62,1.45405,0.97513,0.92096,0.77053,0.67318,0.72118,0.5199,1.48469,0.95518,0.93214,0.000270745,0.000270745,0.000270745
111,6573.57,1.45757,0.97003,0.92317,0.80542,0.68153,0.74275,0.53368,1.46589,0.94149,0.92996,0.000267834,0.000267834,0.000267834
112,6626.78,1.4612,0.9739,0.92142,0.7804,0.67931,0.73523,0.51891,1.48117,0.93804,0.93276,0.000264923,0.000264923,0.000264923
113,6681.16,1.47548,0.9735,0.92501,0.77764,0.68675,0.73913,0.52845,1.48125,0.96308,0.93299,0.000262013,0.000262013,0.000262013
114,6733.51,1.46879,0.966,0.9222,0.80347,0.67591,0.7418,0.53258,1.46573,0.92516,0.9291,0.000259102,0.000259102,0.000259102
115,6798.45,1.46093,0.95846,0.91898,0.83644,0.66039,0.74063,0.52824,1.46405,0.93447,0.9276,0.000256192,0.000256192,0.000256192
116,6850.49,1.46622,0.95726,0.92325,0.80368,0.66538,0.73483,0.52325,1.47692,0.93204,0.93201,0.000253281,0.000253281,0.000253281
117,6902.43,1.47165,0.9589,0.92156,0.80877,0.66829,0.73891,0.53215,1.46421,0.91313,0.92721,0.00025037,0.00025037,0.00025037
118,6957.15,1.45715,0.96593,0.91912,0.78566,0.68148,0.73729,0.53288,1.4629,0.91924,0.92779,0.00024746,0.00024746,0.00024746
119,7012.31,1.47705,0.96552,0.92149,0.77184,0.696,0.74521,0.53197,1.45769,0.92127,0.92772,0.000244549,0.000244549,0.000244549
120,7064.16,1.45025,0.94992,0.91839,0.81334,0.66778,0.73653,0.52992,1.49075,0.92083,0.93283,0.000241639,0.000241639,0.000241639
121,7115.68,1.44045,0.94762,0.92157,0.7942,0.67532,0.74309,0.53763,1.45223,0.91249,0.92749,0.000238728,0.000238728,0.000238728
122,7167.24,1.43241,0.93452,0.91837,0.80882,0.6643,0.73411,0.52759,1.47179,0.91891,0.93006,0.000235817,0.000235817,0.000235817
123,7247.78,1.44527,0.94203,0.92001,0.78458,0.68981,0.75257,0.53942,1.47361,0.9211,0.92964,0.000232907,0.000232907,0.000232907
124,7310.73,1.46111,0.94514,0.91985,0.77465,0.68307,0.7451,0.54075,1.44894,0.90705,0.9258,0.000229996,0.000229996,0.000229996
125,7365.97,1.43297,0.93956,0.91685,0.81202,0.68345,0.7496,0.53274,1.47692,0.9112,0.93295,0.000227086,0.000227086,0.000227086
126,7425.79,1.43747,0.92836,0.911,0.82468,0.68343,0.74626,0.53797,1.4495,0.89581,0.92503,0.000224175,0.000224175,0.000224175
127,7478.33,1.43705,0.93429,0.91699,0.78538,0.69743,0.74504,0.5367,1.45443,0.91012,0.92709,0.000221264,0.000221264,0.000221264
128,7532.47,1.43135,0.92892,0.92106,0.79805,0.68779,0.74669,0.5409,1.45556,0.91369,0.92709,0.000218354,0.000218354,0.000218354
129,7587.59,1.42381,0.91542,0.91225,0.79715,0.69203,0.75003,0.53922,1.46269,0.9093,0.92756,0.000215443,0.000215443,0.000215443
130,7652,1.45021,0.93678,0.91401,0.78578,0.70172,0.7506,0.53912,1.4655,0.90565,0.92809,0.000212533,0.000212533,0.000212533
131,7710.61,1.43386,0.93658,0.91705,0.80121,0.70647,0.76174,0.55361,1.43993,0.8919,0.92291,0.000209622,0.000209622,0.000209622
132,7762.37,1.43606,0.92986,0.91554,0.78307,0.70607,0.75479,0.54289,1.4499,0.90478,0.92399,0.000206711,0.000206711,0.000206711
133,7826.5,1.42527,0.91433,0.91656,0.80629,0.69037,0.75495,0.54496,1.4458,0.89451,0.92505,0.000203801,0.000203801,0.000203801
134,7881.54,1.43985,0.93208,0.91539,0.80271,0.69022,0.75417,0.54192,1.44751,0.90179,0.92467,0.00020089,0.00020089,0.00020089
135,7939.92,1.43945,0.93305,0.91719,0.80321,0.69671,0.75922,0.54968,1.43613,0.88921,0.92101,0.00019798,0.00019798,0.00019798
136,7993.12,1.41179,0.90997,0.90901,0.80044,0.70358,0.76347,0.54593,1.46281,0.89748,0.92481,0.000195069,0.000195069,0.000195069
137,8050.04,1.43543,0.92694,0.91049,0.80594,0.68436,0.75062,0.52917,1.46355,0.90811,0.92694,0.000192158,0.000192158,0.000192158
138,8102.82,1.41539,0.9138,0.91031,0.80722,0.70331,0.75607,0.549,1.43423,0.89382,0.92293,0.000189248,0.000189248,0.000189248
139,8154.73,1.41782,0.90848,0.91203,0.83172,0.68979,0.75856,0.55344,1.43594,0.88302,0.92001,0.000186337,0.000186337,0.000186337
140,8206.24,1.41884,0.92555,0.91257,0.79354,0.69733,0.75792,0.54396,1.45278,0.88777,0.92357,0.000183427,0.000183427,0.000183427
141,8257.99,1.41288,0.91425,0.91327,0.80862,0.69763,0.76046,0.55179,1.42765,0.88725,0.92033,0.000180516,0.000180516,0.000180516
142,8316.03,1.42992,0.91564,0.9142,0.77976,0.70492,0.75268,0.5442,1.43714,0.8905,0.92139,0.000177605,0.000177605,0.000177605
143,8378.07,1.42555,0.91539,0.90815,0.79827,0.69945,0.75769,0.547,1.44004,0.89663,0.92194,0.000174695,0.000174695,0.000174695
144,8435.94,1.42116,0.91179,0.91162,0.82281,0.70315,0.764,0.55609,1.43485,0.8774,0.92086,0.000171784,0.000171784,0.000171784
145,8511.05,1.43816,0.91099,0.91574,0.80639,0.70298,0.76132,0.5501,1.44119,0.88273,0.9223,0.000168874,0.000168874,0.000168874
146,8565.05,1.43049,0.91238,0.91512,0.81908,0.70135,0.76188,0.5501,1.44698,0.88109,0.92293,0.000165963,0.000165963,0.000165963
147,8617.84,1.40305,0.89914,0.91149,0.82091,0.69489,0.7657,0.55523,1.44405,0.87555,0.92263,0.000163052,0.000163052,0.000163052
148,8672.61,1.43048,0.90647,0.91075,0.80843,0.7001,0.76407,0.54967,1.44134,0.87563,0.92367,0.000160142,0.000160142,0.000160142
149,8729.42,1.426,0.90271,0.91227,0.82534,0.6988,0.76777,0.55879,1.4176,0.86449,0.91789,0.000157231,0.000157231,0.000157231
150,8781.65,1.4372,0.91229,0.90946,0.8359,0.70399,0.7702,0.56156,1.43132,0.8686,0.92015,0.000154321,0.000154321,0.000154321
151,8850.48,1.40578,0.89328,0.9109,0.84614,0.70213,0.77193,0.54875,1.4716,0.88222,0.92694,0.00015141,0.00015141,0.00015141
152,8905.74,1.41391,0.89702,0.90958,0.83117,0.70558,0.76663,0.55983,1.42292,0.87253,0.9188,0.000148499,0.000148499,0.000148499
153,8957.4,1.37921,0.87848,0.90874,0.85036,0.69839,0.77088,0.56489,1.41868,0.86971,0.91835,0.000145589,0.000145589,0.000145589
154,9010.44,1.39248,0.88947,0.90707,0.82114,0.70844,0.77429,0.55974,1.42866,0.87094,0.92029,0.000142678,0.000142678,0.000142678
155,9072.73,1.3835,0.88202,0.90898,0.83917,0.70701,0.7764,0.56813,1.41829,0.86334,0.91719,0.000139768,0.000139768,0.000139768
156,9126.29,1.41985,0.89661,0.9092,0.836,0.70012,0.77183,0.56044,1.42157,0.86564,0.91905,0.000136857,0.000136857,0.000136857
157,9185.97,1.38267,0.87828,0.90635,0.83598,0.70989,0.78038,0.56518,1.43675,0.86583,0.92093,0.000133946,0.000133946,0.000133946
158,9250.69,1.40228,0.88368,0.90868,0.84664,0.70351,0.7798,0.56142,1.43136,0.85877,0.91945,0.000131036,0.000131036,0.000131036
159,9306.04,1.4021,0.88803,0.90734,0.86154,0.70304,0.7782,0.56714,1.42145,0.85974,0.91688,0.000128125,0.000128125,0.000128125
160,9379.42,1.38732,0.88074,0.90775,0.82585,0.71486,0.77795,0.56829,1.4191,0.85249,0.91715,0.000125215,0.000125215,0.000125215
161,9444.15,1.39278,0.87706,0.90706,0.80573,0.72659,0.77809,0.56672,1.41315,0.85776,0.91628,0.000122304,0.000122304,0.000122304
162,9496.17,1.39001,0.88612,0.90943,0.82297,0.71366,0.77915,0.56557,1.41544,0.86026,0.91729,0.000119393,0.000119393,0.000119393
163,9555.41,1.39202,0.87972,0.90715,0.84439,0.69934,0.77341,0.557,1.43025,0.8714,0.91984,0.000116483,0.000116483,0.000116483
164,9608.59,1.39942,0.88681,0.90357,0.84822,0.70897,0.7754,0.56542,1.418,0.85465,0.91664,0.000113572,0.000113572,0.000113572
165,9673.03,1.38696,0.87167,0.9027,0.8439,0.7154,0.7821,0.56778,1.41765,0.85306,0.91786,0.000110662,0.000110662,0.000110662
166,9729.68,1.3964,0.88878,0.90514,0.84032,0.71724,0.77981,0.56933,1.41843,0.84968,0.91726,0.000107751,0.000107751,0.000107751
167,9791.07,1.38179,0.86887,0.90531,0.86045,0.70984,0.77781,0.56905,1.4087,0.84848,0.91437,0.00010484,0.00010484,0.00010484
168,9843.75,1.39659,0.88392,0.90602,0.82667,0.71933,0.7778,0.56749,1.40493,0.8542,0.91361,0.00010193,0.00010193,0.00010193
169,9907.12,1.38093,0.87222,0.90064,0.82363,0.72471,0.78364,0.57167,1.40596,0.84845,0.91354,9.90192e-05,9.90192e-05,9.90192e-05
170,9982.56,1.39176,0.86422,0.90169,0.8368,0.71514,0.78108,0.57065,1.40768,0.84655,0.91426,9.61086e-05,9.61086e-05,9.61086e-05
171,10037,1.40434,0.88441,0.90823,0.82028,0.72814,0.78224,0.57037,1.41106,0.85275,0.91662,9.3198e-05,9.3198e-05,9.3198e-05
172,10097.8,1.38449,0.87485,0.90514,0.85414,0.71244,0.78298,0.56824,1.41198,0.84835,0.91467,9.02874e-05,9.02874e-05,9.02874e-05
173,10153.2,1.37807,0.86663,0.90317,0.86387,0.7041,0.78046,0.56515,1.40962,0.84516,0.91403,8.73768e-05,8.73768e-05,8.73768e-05
174,10215.8,1.37892,0.86949,0.90471,0.82839,0.72189,0.77959,0.56595,1.40501,0.84365,0.914,8.44662e-05,8.44662e-05,8.44662e-05
175,10273,1.38005,0.86312,0.9049,0.84719,0.72317,0.78513,0.57112,1.40865,0.8442,0.91475,8.15556e-05,8.15556e-05,8.15556e-05
176,10330.8,1.39263,0.87697,0.9048,0.81299,0.72795,0.78197,0.5672,1.41209,0.84529,0.91458,7.8645e-05,7.8645e-05,7.8645e-05
177,10400.5,1.38158,0.85868,0.90505,0.84783,0.71713,0.78154,0.5671,1.42553,0.84745,0.91658,7.57344e-05,7.57344e-05,7.57344e-05
178,10456.8,1.38634,0.86931,0.90343,0.83878,0.72889,0.78534,0.57108,1.40818,0.84213,0.91454,7.28238e-05,7.28238e-05,7.28238e-05
179,10513,1.3645,0.85559,0.90091,0.83343,0.73058,0.78674,0.57155,1.40941,0.84289,0.91441,6.99132e-05,6.99132e-05,6.99132e-05
180,10576.9,1.39508,0.87031,0.90343,0.82956,0.72672,0.78653,0.57581,1.40151,0.84035,0.9129,6.70026e-05,6.70026e-05,6.70026e-05
181,10641.2,1.38605,0.87214,0.90334,0.83273,0.72189,0.77948,0.56858,1.40555,0.8392,0.91381,6.4092e-05,6.4092e-05,6.4092e-05
182,10693.3,1.37284,0.85751,0.8994,0.85372,0.70958,0.7847,0.56979,1.41334,0.84145,0.91447,6.11814e-05,6.11814e-05,6.11814e-05
