epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,7479.31,1.73633,1.43838,0.97912,0.63039,0.35834,0.40114,0.26437,1.68721,1.37978,0.98871,0.000471576,0.000471576,0.000471576
22,7766.02,1.77412,1.41486,0.98826,0.55822,0.3771,0.40714,0.27039,1.69075,1.37008,0.98481,0.000465755,0.000465755,0.000465755
23,8138.98,1.75336,1.41625,0.98841,0.44727,0.40132,0.41172,0.2729,1.66635,1.32535,0.98109,0.000459934,0.000459934,0.000459934
24,8652.82,1.71917,1.38828,0.97736,0.49143,0.4306,0.43186,0.2807,1.66231,1.30173,0.97892,0.000454112,0.000454112,0.000454112
25,8962.88,1.73282,1.37191,0.97387,0.58853,0.39246,0.42454,0.27301,1.69149,1.31149,0.98191,0.000448291,0.000448291,0.000448291
26,9350.29,1.71762,1.35138,0.97102,0.51309,0.44787,0.44548,0.28146,1.75809,1.31494,0.99149,0.00044247,0.00044247,0.00044247
27,9637.54,1.72985,1.34776,0.98114,0.57861,0.43244,0.45979,0.30279,1.66103,1.25512,0.97428,0.000436649,0.000436649,0.000436649
28,10163.5,1.70855,1.32747,0.97246,0.71671,0.39338,0.46293,0.30707,1.6563,1.26961,0.97637,0.000430828,0.000430828,0.000430828
29,10441.2,1.6856,1.33238,0.96596,0.58389,0.41005,0.456,0.305,1.6353,1.29178,0.97465,0.000425006,0.000425006,0.000425006
30,10678.7,1.73253,1.34614,0.97477,0.7287,0.38335,0.45197,0.30184,1.64213,1.3467,0.97357,0.000419185,0.000419185,0.000419185
31,11110.7,1.67624,1.30443,0.9614,0.56882,0.46896,0.49739,0.33339,1.62345,1.20874,0.97058,0.000413364,0.000413364,0.000413364
32,11388.4,1.66,1.2911,0.96327,0.5924,0.44931,0.48532,0.33517,1.63117,1.23719,0.96992,0.000407543,0.000407543,0.000407543
33,11873.5,1.6532,1.27587,0.96203,0.68155,0.42485,0.49438,0.33764,1.61259,1.22676,0.9659,0.000401722,0.000401722,0.000401722
34,12291,1.66934,1.27409,0.95685,0.56737,0.47083,0.5113,0.34607,1.59881,1.2173,0.96155,0.0003959,0.0003959,0.0003959
35,12752.8,1.63817,1.25644,0.95452,0.53906,0.50672,0.50226,0.32567,1.66925,1.22027,0.98053,0.000390079,0.000390079,0.000390079
36,13421.8,1.64275,1.24117,0.96039,0.58415,0.48865,0.52163,0.34951,1.61576,1.20184,0.9679,0.000384258,0.000384258,0.000384258
37,13778.1,1.65426,1.24699,0.95139,0.56358,0.49756,0.52058,0.35403,1.60693,1.18208,0.96556,0.000378437,0.000378437,0.000378437
38,14445.1,1.66376,1.23673,0.95746,0.5743,0.51184,0.54064,0.36433,1.63403,1.16723,0.9771,0.000372616,0.000372616,0.000372616
39,14808.1,1.63458,1.22467,0.95473,0.61587,0.4943,0.53096,0.36802,1.56636,1.16416,0.95643,0.000366794,0.000366794,0.000366794
40,15351.5,1.61791,1.21372,0.95218,0.59941,0.49782,0.54016,0.37201,1.56807,1.15959,0.9544,0.000360973,0.000360973,0.000360973
41,15744.4,1.63796,1.20979,0.94875,0.50093,0.48469,0.49687,0.32774,1.67775,1.28907,0.97548,0.000355152,0.000355152,0.000355152
42,16214,1.62037,1.20677,0.94908,0.61254,0.51295,0.55544,0.37684,1.59227,1.16328,0.96114,0.000349331,0.000349331,0.000349331
43,16650.8,1.59721,1.19375,0.94874,0.61332,0.50136,0.52919,0.35486,1.60393,1.15438,0.95849,0.00034351,0.00034351,0.00034351
44,17139.3,1.59427,1.17941,0.94173,0.59749,0.5499,0.57264,0.39493,1.58157,1.14042,0.96339,0.000337688,0.000337688,0.000337688
45,17390.7,1.62369,1.18474,0.95144,0.61616,0.52467,0.55786,0.38828,1.57856,1.14985,0.95715,0.000331867,0.000331867,0.000331867
46,17728.7,1.62132,1.18422,0.94942,0.64861,0.53442,0.57194,0.40068,1.54495,1.09439,0.95362,0.000326046,0.000326046,0.000326046
47,18066.2,1.60166,1.16665,0.9425,0.66351,0.52712,0.57588,0.40051,1.55316,1.11685,0.95495,0.000320225,0.000320225,0.000320225
48,18608.6,1.59682,1.14757,0.9409,0.62156,0.55147,0.57357,0.39907,1.54677,1.10273,0.95302,0.000314404,0.000314404,0.000314404
49,19303.3,1.61819,1.14998,0.94194,0.6514,0.55292,0.59104,0.41036,1.55755,1.09991,0.95138,0.000308582,0.000308582,0.000308582
50,19868.3,1.59174,1.14214,0.94022,0.64595,0.56765,0.59921,0.41916,1.53171,1.07961,0.94676,0.000302761,0.000302761,0.000302761
51,20052.8,1.57882,1.12873,0.93681,0.68426,0.57759,0.60504,0.4251,1.52867,1.07393,0.94767,0.00029694,0.00029694,0.00029694
52,20448.7,1.53705,1.09617,0.93394,0.68175,0.54915,0.60541,0.4205,1.54507,1.06403,0.94966,0.000291119,0.000291119,0.000291119
53,20690.9,1.54004,1.10891,0.93797,0.63522,0.56022,0.59289,0.40623,1.55529,1.12324,0.95202,0.000285298,0.000285298,0.000285298
54,20903.3,1.5976,1.13502,0.94144,0.68453,0.56288,0.61454,0.41941,1.56956,1.11347,0.95519,0.000279476,0.000279476,0.000279476
55,21231.5,1.56255,1.1133,0.93507,0.70087,0.58139,0.61476,0.42829,1.54125,1.07686,0.9476,0.000273655,0.000273655,0.000273655
56,21642.4,1.57248,1.11503,0.93915,0.67894,0.59138,0.63237,0.43995,1.52241,1.05435,0.94773,0.000267834,0.000267834,0.000267834
57,21901.7,1.52415,1.08535,0.93175,0.65093,0.59912,0.62782,0.44193,1.51574,1.04429,0.94529,0.000262013,0.000262013,0.000262013
58,22370.2,1.54586,1.09792,0.93406,0.70943,0.5885,0.62902,0.441,1.52854,1.04357,0.94389,0.000256192,0.000256192,0.000256192
59,22635.8,1.53265,1.08503,0.92767,0.6655,0.59709,0.61719,0.42734,1.55875,1.05187,0.94762,0.00025037,0.00025037,0.00025037
60,22802.3,1.55324,1.08325,0.92494,0.71248,0.58403,0.6358,0.43272,1.53886,1.04331,0.95039,0.000244549,0.000244549,0.000244549
61,23118.6,1.52491,1.06643,0.93283,0.70541,0.5942,0.63861,0.43415,1.52132,1.02044,0.94471,0.000238728,0.000238728,0.000238728
62,23382.1,1.54359,1.07327,0.93009,0.68454,0.59322,0.63126,0.43232,1.54966,1.05436,0.94853,0.000232907,0.000232907,0.000232907
63,23625,1.56026,1.08574,0.92832,0.74597,0.57918,0.64024,0.44683,1.51016,1.04036,0.94047,0.000227086,0.000227086,0.000227086
64,23947.2,1.50281,1.04828,0.92546,0.74701,0.59174,0.64402,0.45102,1.49286,1.02713,0.93801,0.000221264,0.000221264,0.000221264
65,24215.5,1.51864,1.05944,0.92429,0.7263,0.59884,0.65027,0.45963,1.50018,1.00419,0.94023,0.000215443,0.000215443,0.000215443
66,24527.5,1.54551,1.07564,0.92403,0.71385,0.59907,0.64876,0.45508,1.5244,1.03303,0.94161,0.000209622,0.000209622,0.000209622
67,24755,1.53261,1.06449,0.92962,0.72536,0.56267,0.62886,0.44275,1.49474,1.0473,0.93875,0.000203801,0.000203801,0.000203801
68,25048.1,1.51259,1.0454,0.92148,0.74478,0.60056,0.6571,0.45979,1.49392,1.00945,0.94078,0.00019798,0.00019798,0.00019798
69,25327.4,1.52758,1.04855,0.92473,0.75968,0.59304,0.65505,0.46059,1.52699,1.01423,0.94471,0.000192158,0.000192158,0.000192158
70,25625.1,1.51318,1.04943,0.92436,0.70806,0.60556,0.65202,0.45781,1.4911,0.99158,0.93796,0.000186337,0.000186337,0.000186337
71,26127.8,1.51211,1.03734,0.92628,0.70661,0.60691,0.65357,0.4624,1.49705,1.00545,0.93626,0.000180516,0.000180516,0.000180516
72,26481.6,1.52629,1.04642,0.92724,0.73895,0.58083,0.6497,0.45791,1.50195,1.00147,0.93887,0.000174695,0.000174695,0.000174695
73,27012.5,1.54746,1.05843,0.93031,0.75422,0.6058,0.66412,0.46865,1.47856,0.9956,0.93303,0.000168874,0.000168874,0.000168874
74,27309.3,1.51759,1.03014,0.92551,0.76058,0.61183,0.67312,0.47105,1.47682,0.97903,0.9346,0.000163052,0.000163052,0.000163052
75,27499.3,1.48259,1.0117,0.92557,0.76682,0.61126,0.67194,0.48212,1.46984,0.96688,0.93257,0.000157231,0.000157231,0.000157231
76,27735.1,1.45789,1.00477,0.91688,0.74007,0.61985,0.67396,0.46645,1.50893,0.97848,0.93977,0.00015141,0.00015141,0.00015141
77,27959.5,1.51418,1.0232,0.91761,0.73583,0.61838,0.66507,0.46048,1.50479,0.98781,0.93656,0.000145589,0.000145589,0.000145589
78,28243.4,1.49448,1.00669,0.92094,0.741,0.62702,0.6755,0.48141,1.46991,0.95933,0.93122,0.000139768,0.000139768,0.000139768
79,28546.8,1.49785,1.01803,0.91811,0.7221,0.61898,0.67664,0.48342,1.46398,0.97163,0.92913,0.000133946,0.000133946,0.000133946
80,28807.8,1.48036,0.99587,0.91292,0.80257,0.59809,0.68553,0.48766,1.47048,0.95787,0.93297,0.000128125,0.000128125,0.000128125
81,29144.6,1.48597,1.01771,0.91715,0.75441,0.61476,0.67813,0.4827,1.46014,0.9569,0.92914,0.000122304,0.000122304,0.000122304
82,29719.5,1.4456,0.98478,0.91112,0.78387,0.61299,0.68448,0.48767,1.46988,0.95703,0.92933,0.000116483,0.000116483,0.000116483
83,30061.5,1.48133,1.00644,0.91564,0.77428,0.62796,0.68221,0.48151,1.48345,0.95588,0.93587,0.000110662,0.000110662,0.000110662
84,30351.1,1.45306,0.97637,0.91824,0.77637,0.60552,0.68007,0.48648,1.45472,0.94887,0.92945,0.00010484,0.00010484,0.00010484
85,30605.8,1.47568,0.98393,0.91496,0.73734,0.62482,0.68108,0.48804,1.45808,0.94743,0.92816,9.90192e-05,9.90192e-05,9.90192e-05
86,31074.5,1.44342,0.97209,0.91376,0.76874,0.6241,0.69051,0.48973,1.45716,0.9369,0.93008,9.3198e-05,9.3198e-05,9.3198e-05
87,31339.7,1.44764,0.97202,0.90962,0.80349,0.61684,0.69209,0.4928,1.4645,0.94543,0.92963,8.73768e-05,8.73768e-05,8.73768e-05
88,31640.7,1.46091,0.98755,0.90927,0.78,0.62536,0.68774,0.48593,1.46791,0.94272,0.93193,8.15556e-05,8.15556e-05,8.15556e-05
89,31995.1,1.44967,0.97281,0.91066,0.79453,0.62283,0.69489,0.49889,1.44424,0.92872,0.92628,7.57344e-05,7.57344e-05,7.57344e-05
90,32586.8,1.46626,0.97954,0.91169,0.75873,0.63231,0.68997,0.48595,1.48279,0.93788,0.93306,6.99132e-05,6.99132e-05,6.99132e-05
91,32795.6,1.54658,1.12355,0.92951,0.73401,0.62017,0.67274,0.48487,1.46945,0.95474,0.93252,6.4092e-05,6.4092e-05,6.4092e-05
92,32950.6,1.48629,1.03309,0.92423,0.74658,0.61149,0.6757,0.48286,1.46467,0.9709,0.93222,5.82708e-05,5.82708e-05,5.82708e-05
93,33007.6,1.49648,1.01484,0.91739,0.725,0.63257,0.67714,0.48238,1.47344,0.97532,0.93325,5.24496e-05,5.24496e-05,5.24496e-05
94,33119.6,1.4622,0.98399,0.91556,0.74057,0.62546,0.68368,0.48217,1.47532,0.96333,0.93361,4.66284e-05,4.66284e-05,4.66284e-05
95,33411.9,1.45514,0.97969,0.9117,0.73783,0.62795,0.68028,0.48097,1.46274,0.96406,0.93192,4.08072e-05,4.08072e-05,4.08072e-05
96,33607.7,1.45693,0.9754,0.91098,0.75664,0.62855,0.68909,0.49292,1.45131,0.94427,0.92908,3.4986e-05,3.4986e-05,3.4986e-05
97,33771.1,1.46381,0.96833,0.91359,0.79425,0.60066,0.68493,0.48002,1.4761,0.95945,0.93377,2.91648e-05,2.91648e-05,2.91648e-05
98,34012.1,1.44407,0.96808,0.91015,0.7609,0.63211,0.69076,0.493,1.44984,0.9395,0.92736,2.33436e-05,2.33436e-05,2.33436e-05
99,34139,1.45437,0.97454,0.91055,0.76341,0.63206,0.69062,0.4898,1.45693,0.93943,0.92903,1.75224e-05,1.75224e-05,1.75224e-05
100,34353.7,1.45311,0.96786,0.91002,0.78923,0.62024,0.6889,0.48958,1.45298,0.94176,0.92881,1.17012e-05,1.17012e-05,1.17012e-05
